VPX14757-W773_Striptest_001.dat
Hamamatsu ATLAS12 VPX14757 W773
project: S
componentType: SENSOR
testType: SENSOR_STRIP_TEST
component: 20USBSL0000773
date: 06.06.2019
runNumber: 12
SENSOR_TEST_TT: 11:08:09
SENSOR_TEST_SN: ???
passed: false
problems: false
institution: GL
Full Strip Test - Segment	1
SENSOR_TEST_VB: -150
SENSOR_TEST_FREQ: 1
W-K6440B,
SENSOR_TEST_MU: Keithley 2410
SENSOR_TEST_TEMP: 19.1
SENSOR_TEST_HUMIDITY: 45.6
5: 1280
%%SENSOR_TEST_PPI/% %%SENSOR_TEST_CURRENT/% %%SENSOR_TEST_CAP/% %%SENSOR_TEST_RES/%
0001078.00 0000001.51 0000066.09 0000001.33
0001079.00 0000000.59 0000064.50 0000001.34
0001080.00 0000000.80 0000066.14 0000001.32
0001081.00 0000000.47 0000064.50 0000001.34
0001082.00 0000001.33 0000065.73 0000001.34
0001083.00 0000000.12 0000064.39 0000001.34
0001084.00 0000001.55 0000066.00 0000001.33
0001085.00 0000000.35 0000064.37 0000001.34
0001086.00 0000003.16 0000065.83 0000001.33
0001087.00 0000000.32 0000063.93 0000001.34
0001088.00 0000000.08 0000065.56 0000001.31
0001089.00 0000001.39 0000063.84 0000001.35
0001090.00 0000000.78 0000065.64 0000001.32
0001091.00 0000000.31 0000064.50 0000001.34
0001092.00 0000000.10 0000066.50 0000001.30
0001093.00 0000000.23 0000064.86 0000001.33
0001094.00 0000000.40 0000066.45 0000001.32
0001095.00 0000000.59 0000065.02 0000001.33
0001096.00 0000000.03 0000067.12 0000001.31
0001097.00 0000000.54 0000064.69 0000001.33
0001098.00 0000001.23 0000066.14 0000001.32
0001099.00 0000000.44 0000064.59 0000001.33
0001100.00 0000000.42 0000066.38 0000001.31
0001101.00 0000000.27 0000064.64 0000001.34
0001102.00 0000003.30 0000066.33 0000001.32
0001103.00 0000000.49 0000064.68 0000001.26
0001104.00 0000000.79 0000067.01 0000001.20
0001105.00 0000000.88 0000064.52 0000001.34
0001106.00 0000003.06 0000066.02 0000001.33
0001107.00 0000000.27 0000064.49 0000001.34
0001108.00 0000000.43 0000066.14 0000001.32
0001109.00 0000000.62 0000064.48 0000001.34
0001110.00 0000001.25 0000066.00 0000001.33
0001111.00 0000000.44 0000064.45 0000001.34
0001112.00 0000000.70 0000066.08 0000001.32
0001113.00 0000000.47 0000064.40 0000001.34
0001114.00 0000001.38 0000065.79 0000001.34
0001115.00 0000000.12 0000064.35 0000001.34
0001116.00 0000000.16 0000065.92 0000001.32
0001117.00 0000000.23 0000064.24 0000001.34
0001118.00 0000000.81 0000065.85 0000001.32
0001119.00 0000000.15 0000063.96 0000001.34
0001120.00 0000000.34 0000065.55 0000001.31
0001121.00 0000001.37 0000063.71 0000001.36
0001122.00 0000000.81 0000065.49 0000001.33
0001123.00 0000000.37 0000064.46 0000001.34
0001124.00 0000000.31 0000066.51 0000001.31
0001125.00 0000000.06 0000064.87 0000001.34
0001126.00 0000000.68 0000066.50 0000001.32
0001127.00 0000000.43 0000064.91 0000001.33
0001128.00 0000000.06 0000067.04 0000001.31
0001129.00 0000000.41 0000064.70 0000001.34
0001130.00 0000001.28 0000066.14 0000001.32
0001131.00 0000000.55 0000064.59 0000001.34
0001132.00 0000000.81 0000066.39 0000001.31
0001133.00 0000000.07 0000064.56 0000001.34
0001134.00 0000003.06 0000066.22 0000001.33
0001135.00 0000000.59 0000064.61 0000001.34
0001136.00 0000000.62 0000066.81 0000001.32
0001137.00 0000000.71 0000064.50 0000001.34
0001138.00 0000003.13 0000065.89 0000001.33
0001139.00 0000000.33 0000064.46 0000001.34
0001140.00 0000000.63 0000066.11 0000001.33
0001141.00 0000000.55 0000064.39 0000001.35
0001142.00 0000001.13 0000065.97 0000001.34
0001143.00 0000000.32 0000064.46 0000001.34
0001144.00 0000000.89 0000066.12 0000001.32
0001145.00 0000000.53 0000064.38 0000001.34
0001146.00 0000001.26 0000065.67 0000001.34
0001147.00 0000000.05 0000064.35 0000001.35
0001148.00 0000000.33 0000065.86 0000001.33
0001149.00 0000000.04 0000064.14 0000001.34
0001150.00 0000001.14 0000065.79 0000001.33
0001151.00 0000000.13 0000063.92 0000001.35
0001152.00 0000000.04 0000065.52 0000001.31
0001153.00 0000001.18 0000063.69 0000001.36
0001154.00 0000000.77 0000065.47 0000001.33
0001155.00 0000000.60 0000064.39 0000001.34
0001156.00 0000000.32 0000066.39 0000001.31
0001157.00 0000000.03 0000064.83 0000001.34
0001158.00 0000000.10 0000066.42 0000001.32
0001159.00 0000000.46 0000064.86 0000001.33
0001160.00 0000000.06 0000067.00 0000001.32
0001161.00 0000000.67 0000064.57 0000001.34
0001162.00 0000001.20 0000066.13 0000001.33
0001163.00 0000000.44 0000064.53 0000001.34
0001164.00 0000000.61 0000066.35 0000001.32
0001165.00 0000000.09 0000064.48 0000001.34
0001166.00 0000003.11 0000066.15 0000001.33
0001167.00 0000000.48 0000064.59 0000001.34
0001168.00 0000000.79 0000066.84 0000001.32
0001169.00 0000000.83 0000064.06 0000001.35
0001170.00 0000002.95 0000065.81 0000001.34
0001171.00 0000000.39 0000063.67 0000001.36
0001172.00 0000000.75 0000065.91 0000001.32
0001173.00 0000000.32 0000002.87 0000026.46
0001174.00 0000001.37 0000065.75 0000001.33
0001175.00 0000000.44 0000062.98 0000001.38
0001176.00 0000000.93 0000066.00 0000001.33
0001177.00 0000000.51 0000063.86 0000001.36
0001178.00 0000001.38 0000065.67 0000001.34
0001179.00 0000000.22 0000064.09 0000001.35
0001180.00 0000000.47 0000065.84 0000001.33
0001181.00 0000000.07 0000064.17 0000001.35
0001182.00 0000001.08 0000065.79 0000001.33
0001183.00 0000000.12 0000063.87 0000001.35
0001184.00 0000000.12 0000065.47 0000001.31
0001185.00 0000001.24 0000063.61 0000001.36
0001186.00 0000000.74 0000065.37 0000001.33
0001187.00 0000000.54 0000064.35 0000001.34
0001188.00 0000000.37 0000066.30 0000001.31
0001189.00 0000000.10 0000064.70 0000001.34
0001190.00 0000000.57 0000066.31 0000001.32
0001191.00 0000000.08 0000064.73 0000001.33
0001192.00 0000000.10 0000066.78 0000001.32
0001193.00 0000000.45 0000064.48 0000001.34
0001194.00 0000001.10 0000065.98 0000001.33
0001195.00 0000000.62 0000064.39 0000001.35
0001196.00 0000000.66 0000066.19 0000001.32
0001197.00 0000000.14 0000064.42 0000001.35
0001198.00 0000003.14 0000066.15 0000001.33
0001199.00 0000000.25 0000064.49 0000001.35
0001200.00 0000000.75 0000066.73 0000001.32
0001201.00 0000000.82 0000064.06 0000001.36
0001202.00 0000002.93 0000065.81 0000001.34
0001203.00 0000000.36 0000063.66 0000001.36
0001204.00 0000000.56 0000065.88 0000001.32
0001205.00 0000000.62 0000002.90 0000027.84
0001206.00 0000001.38 0000065.64 0000001.33
0001207.00 0000000.32 0000062.86 0000001.39
0001208.00 0000000.83 0000065.97 0000001.33
0001209.00 0000000.50 0000063.84 0000001.36
0001210.00 0000001.24 0000065.64 0000001.34
0001211.00 0000000.18 0000064.10 0000001.36
0001212.00 0000000.21 0000065.83 0000001.33
0001213.00 0000000.21 0000064.10 0000001.35
0001214.00 0000001.16 0000065.75 0000001.33
0001215.00 0000000.09 0000063.77 0000001.35
0001216.00 0000000.14 0000065.42 0000001.31
0001217.00 0000001.34 0000063.49 0000001.36
0001218.00 0000000.90 0000065.34 0000001.34
0001219.00 0000000.46 0000064.23 0000001.35
0001220.00 0000000.55 0000066.12 0000001.32
0001221.00 0000000.12 0000064.55 0000001.34
0001222.00 0000000.44 0000066.16 0000001.33
0001223.00 0000000.53 0000064.61 0000001.34
0001224.00 0000000.29 0000066.58 0000001.32
0001225.00 0000000.38 0000064.36 0000001.34
0001226.00 0000000.87 0000065.95 0000001.33
0001227.00 0000000.90 0000064.37 0000001.35
0001228.00 0000000.43 0000066.12 0000001.32
0001229.00 0000000.26 0000064.30 0000001.34
0001230.00 0000002.85 0000065.98 0000001.33
0001231.00 0000000.41 0000064.30 0000001.35
0001232.00 0000000.88 0000066.31 0000001.33
0001233.00 0000000.72 0000063.83 0000001.36
0001234.00 0000002.97 0000065.62 0000001.34
0001235.00 0000000.52 0000063.46 0000001.37
0001236.00 0000000.64 0000065.72 0000001.32
0001237.00 0000000.25 0000002.87 0000027.66
0001238.00 0000001.38 0000065.47 0000001.33
0001239.00 0000000.17 0000062.71 0000001.38
0001240.00 0000000.55 0000065.91 0000001.33
0001241.00 0000000.18 0000063.69 0000001.36
0001242.00 0000001.43 0000065.47 0000001.34
0001243.00 0000000.03 0000063.98 0000001.36
0001244.00 0000000.21 0000065.68 0000001.33
0001245.00 0000000.08 0000064.01 0000001.35
0001246.00 0000000.97 0000065.67 0000001.33
0001247.00 0000000.22 0000063.66 0000001.35
0001248.00 0000000.20 0000065.27 0000001.31
0001249.00 0000001.01 0000063.52 0000001.37
0001250.00 0000000.95 0000065.25 0000001.35
0001251.00 0000000.32 0000064.20 0000001.35
0001252.00 0000000.49 0000066.21 0000001.33
0001253.00 0000000.25 0000064.56 0000001.35
0001254.00 0000000.59 0000066.20 0000001.34
0001255.00 0000000.38 0000064.63 0000001.34
0001256.00 0000000.47 0000066.56 0000001.33
0001257.00 0000000.68 0000064.39 0000001.35
0001258.00 0000000.94 0000065.91 0000001.34
0001259.00 0000000.59 0000064.31 0000001.35
0001260.00 0000000.97 0000066.05 0000001.33
0001261.00 0000000.13 0000064.32 0000001.35
0001262.00 0000003.18 0000065.89 0000001.34
0001263.00 0000000.21 0000064.38 0000001.35
0001264.00 0000001.09 0000066.19 0000001.33
0001265.00 0000000.64 0000063.82 0000001.37
0001266.00 0000002.71 0000065.55 0000001.35
0001267.00 0000000.24 0000063.35 0000001.38
0001268.00 0000000.66 0000065.67 0000001.33
0001269.00 0000000.47 0000002.90 0000028.08
0001270.00 0000001.04 0000065.44 0000001.34
0001271.00 0000000.50 0000062.64 0000001.39
0001272.00 0000000.86 0000065.75 0000001.34
0001273.00 0000000.03 0000063.65 0000001.37
0001274.00 0000001.65 0000065.46 0000001.35
0001275.00 0000000.21 0000063.83 0000001.36
0001276.00 0000000.34 0000065.63 0000001.34
0001277.00 0000000.04 0000063.92 0000001.35
0001278.00 0000001.15 0000065.45 0000001.33
0001279.00 0000000.00 0000063.52 0000001.36
0001280.00 0000000.30 0000065.15 0000001.32
